Date,Company,Title,Level,Standard Level,Skill Index,Location,Total Yearly Compensation,Base Salary (/year),Stock Grant (/year),Bonus (/year),Years of Experience,Years at Company,Tag,Gender,Other Details,,,,,,,,,,
4-7-2020,ServiceNow,Software Engineer,IC3,Senior Engineer,51.52,"San Diego, CA",176000,133000,23000,20000,4,0,Android,Male,Masters,,,,,,,,,,
4-7-2020,Microsoft,Software Engineer,SDE,Entry Level Engineer,3.98,"Redmond, WA",164000,109000,30000,25000,0,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,OnDeck,Product Manager,Senior,,,"New York, NY",200000,170000,5000,25000,8,2,Full Stack,Male,,,,,,,,,,,
4-7-2020,OnDeck,Product Manager,Senior,,,"New York, NY",200000,170000,5000,25000,8,2,Full Stack,Male,,,,,,,,,,,
4-7-2020,Microsoft,Software Engineer,SDE,Entry Level Engineer,3.98,"Redmond, WA",170000,110000,30000,30000,1,0,Full Stack,Male,,,,,,,,,,,
4-7-2020,Microsoft,Software Engineer,Senior SDE,Senior Engineer,40.91,"Seattle, WA",258000,170000,63000,25000,6,0,Distributed Systems (Back-End),Male,Signing bonus $25000 - Masters,,,,,,,,,,
4-7-2020,Intel,Senior Principal Engineer,Grade 11,,,"Portland, OR",423000,213000,125000,85000,18,18,System Architecture,Male,Masters,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"New York, NY",230000,164000,66000,0,3,3,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-7-2020,Procore,Software Engineer,Senior,,,"Carpinteria, CA",130000,130000,,0,3,3,Site Reliability (SRE),Male,,,,,,,,,,,
4-7-2020,Lyft,Product Manager,L5 (Senior PM),,,"San Francisco, CA",320000,175000,145000,0,7,2,Full Stack,Male,,,,,,,,,,,
4-7-2020,Disney,Product Manager,Product Manager,,,"Burbank, CA",105000,105000,,0,4,2,Mobile (iOS + Android),Male,,,,,,,,,,,
4-7-2020,JPMorgan Chase,Software Engineer,Associate,Entry Level Engineer,9.52,"Houston, TX",92000,88000,,3000,0,0,ML / AI,Female,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",220000,146000,74000,0,6,3,Full Stack,Male,Masters,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",320000,160000,160000,0,6,6,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",198000,144000,54000,0,3,3,Full Stack,Male,,,,,,,,,,,
4-7-2020,Google,Product Designer,L5,,58.59,"Mountain View, CA",340000,189000,120000,30000,15,1.5,Mobile (iOS + Android),Male,Masters,,,,,,,,,,
4-7-2020,Penumbra,BSA,Sr BSA,,,"Alameda, CA",155000,155000,,0,15,1,Sr BSA,,,,,,,,,,,,
4-7-2020,Orchard,Manager,Manager,,,"New York, NY",105000,105000,,0,7,2,Operations,Male,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"San Francisco, CA",308000,180000,60000,68000,8,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-7-2020,Homebase,Product Manager,Senior,,,"San Francisco, CA",230000,160000,70000,0,10,1,Full Stack,Male,,,,,,,,,,,
4-7-2020,Medfusion,Software Engineer,None,,,"Raleigh, NC",85000,85000,,0,3,1,Web Development (Front-End),Male,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",350000,150000,20000,180000,7,0,Full Stack,Male,PhD,,,,,,,,,,
4-7-2020,Freddie mac,Software Engineer,Tech Lead,,,"Reston, VA",180000,170000,,15000,20,4,Distributed Systems (Back-End),,,,,,,,,,,,
4-7-2020,Expedia,Software Engineer,SDE I,,,"Seattle, WA",139000,120000,5000,14000,3,1,Web Development (Front-End),Male,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",172000,109000,63000,0,1,1,Full Stack,,,,,,,,,,,,
4-7-2020,Expedia,Software Engineer,SDE,Entry Level Engineer,8.59,"San Francisco, CA",135000,120000,5000,10000,1,1,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",222000,149000,73000,0,4,4,API Development (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,Amazon,Software Engineering Manager,Senior SDM,,48.61,"Seattle, WA",585000,160000,40000,385000,18,0,Networking,Male,,,,,,,,,,,
4-7-2020,Deloitte,Software Engineer,Consultant,,,"Toronto, ON, Canada",80000,80000,,0,4,1,Full Stack,,,,,,,,,,,,
4-7-2020,Tripadvisor,Software Engineer,Principal Software Engineer,,,"Needham, MA",358000,178000,150000,30000,14,1.5,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,thoughtbot,Software Engineer,developer,,,"New York, NY",125000,125000,,0,3,1,Mobile (iOS + Android),,,,,,,,,,,,
4-7-2020,GoDaddy,Software Engineer,Software Development Engineer (SDE) 1,Entry Level Engineer,5.56,"Tempe, AZ",124000,90000,25000,9000,1,1,Web Development (Front-End),Female,,,,,,,,,,,
4-7-2020,Capital One,Software Engineer,Senior Software Eng,Software Engineer,36.54,"Vienna, VA",149000,137000,3000,9000,2,1,iOS,Male,,,,,,,,,,,
4-7-2020,Lenovo,Software Engineer,B8,,,"Morrisville, NC",101000,90000,,11000,1,1,Full Stack,Male,,,,,,,,,,,
4-7-2020,Apple,Software Engineer,ICT2,Entry Level Engineer,6.25,"Cupertino, CA",162000,125000,12000,25000,0,0,N/A,Male,Masters,,,,,,,,,,
4-7-2020,Apple,Hardware Engineer,ICT5,,,"Cupertino, CA",444000,213000,210000,21000,22,8,Hardware,Male,,,,,,,,,,,
4-7-2020,Amazon,Software Engineer,SDE Intern,,,"Tempe, AZ",117000,95000,,22000,1,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,Twilio,Software Engineer,IC2,,,"San Francisco, CA",245000,160000,80000,5000,5,1,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,Netflix,Software Engineer,Senior Software Engineer,Senior Engineer,50,"Los Gatos, CA",525000,500000,25000,0,13,6,Distributed Systems (Back-End),,Masters,,,,,,,,,,
4-7-2020,Tesla,QE,Staff Engineer,,,"Fremont, CA",235000,115000,120000,0,7,3,QE,Male,Masters,,,,,,,,,,
4-7-2020,SoFi,Product Designer,product designer,,,"San Francisco, CA",142000,115000,10000,17000,2,0,design,Female,,,,,,,,,,,
4-7-2020,Bloomberg,Software Engineer,Software Engineer,Entry Level Engineer,15.59,"New York, NY",204000,172000,,32000,3,3,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-7-2020,Ericsson Inc.,Solutions Manager,8,,,"Seattle, WA",200000,156000,,44000,20,18,Networking,Male,Masters,,,,,,,,,,
4-7-2020,PayPal,Software Engineer,T24,Software Engineer,28.17,"Los Angeles, CA",188000,125000,50000,13000,1,0,iOS,Male,,,,,,,,,,,
4-8-2020,Microsoft,Product Manager,63,,17.17,"Redmond, WA",172000,150000,12000,10000,10,2,Security,Male,Masters,,,,,,,,,,
4-8-2020,Yelp,Software Engineer,IC4,Staff Engineer,75.25,"San Francisco, CA",300000,180000,120000,0,8,0,Mobile (iOS + Android),,,,,,,,,,,,
4-8-2020,Providence health services,Software Engineer,Sr,,,"Seattle, WA",249000,175000,,74000,14,3,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Sr. Data Engineer,L6,,,"Seattle, WA",222000,140000,82000,0,13,3,Data Engineer,Male,,,,,,,,,,,
4-8-2020,Electronic Arts,Software Engineer,SE 2,,,"Redwood City, CA",194000,130000,45000,19000,0,0,Distributed Systems (Back-End),Male,signing: 10K - Masters,,,,,,,,,,
4-8-2020,Comcast,Software Engineering Manager,VP,,,"Philadelphia, PA",685000,300000,250000,135000,20,9,Full Stack,,,,,,,,,,,,
4-8-2020,Google,Software Engineer,L3,Entry Level Engineer,10.2,"Mountain View, CA",180000,140000,20000,20000,0,0,Full Stack,,Masters,,,,,,,,,,
4-8-2020,World wide technology,Software Engineer,Software engineer,,,"Boulder, CO",85000,85000,,2000,3,0,Full Stack,Male,,,,,,,,,,,
4-8-2020,Microsoft,Software Engineer,66,Staff Engineer,68.75,"Seattle, WA",630000,230000,400000,0,12,0,Distributed Systems (Back-End),Male,PhD,,,,,,,,,,
4-8-2020,Snap,Software Engineer,L3,Software Engineer,38.12,"New York, NY",316000,160000,125000,31000,2,0,iOS,Male,Extra relocation bonus of 20k,,,,,,,,,,
4-8-2020,Goldman Sachs,Software Engineer,Analyst,Entry Level Engineer,9.52,"New York, NY",142000,115000,,27000,2,2,API Development (Back-End),Male,,,,,,,,,,,
4-8-2020,Square,Software Engineering Manager,Level 8,,,"San Francisco, CA",1011000,311000,700000,0,16,8,Full Stack,Male,,,,,,,,,,,
4-8-2020,Microsoft,Software Engineer,Senior SDE,Senior Engineer,40.91,"Seattle, WA",190000,152000,20000,20000,8,8,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",222000,149000,73000,0,6,3,API Development (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",193000,139000,54000,0,4,4,Full Stack,Male,Twitch,,,,,,,,,,
4-8-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Sunnyvale, CA",400000,185000,215000,0,10,4,Distributed Systems (Back-End),,,,,,,,,,,,
4-8-2020,GreatCall,Front End Developer,Staff,,,"San Diego, CA",76000,76000,,0,20,7,Web Development (Front-End),Female,Bachelors,,,,,,,,,,
4-8-2020,LinkedIn,Software Engineer,Software Engineer,Entry Level Engineer,10.1,"Sunnyvale, CA",215000,150000,50000,15000,5,0,Site Reliability (SRE),Male,,,,,,,,,,,
4-8-2020,Infinera,Director of IT,Director,,,"Sunnyvale, CA",250000,200000,15000,35000,25,15,Networking,Male,Masters,,,,,,,,,,
4-8-2020,Anheuser Busch,Marketing Operations,L5,,,"New York, NY",160000,120000,,40000,3,3,Marketing,Female,,,,,,,,,,,
4-8-2020,Microsoft,Technical Program Manager,64,,,"Herndon, VA",221000,180000,25000,16000,10,1,Networking,Female,,,,,,,,,,,
4-8-2020,Goldman Sachs,Software Engineer,Vice President,Senior Engineer,50,"New York, NY",210000,165000,,45000,6,3,Full Stack,Male,Masters,,,,,,,,,,
4-8-2020,Booking.com,Software Engineer,Senior,,,"Amsterdam, NH, Netherlands",178000,113000,43000,22000,10,1,Distributed Systems (Back-End),Male,"after 1st yr increase; ~7% less initially. 11k & 33k stocks sign-on, stocks vest over 3 yrs. - Masters",,,,,,,,,,
4-8-2020,Apple,Product Designer,L1,,,"Cupertino, CA",167000,137000,26000,5000,2,1,Design,Male,Masters,,,,,,,,,,
4-8-2020,Facebook,Software Engineer,E3,Entry Level Engineer,10.1,"Seattle, WA",175000,118000,40000,12000,1,0,Full Stack,Female,,,,,,,,,,,
4-8-2020,Elektrobit Automotive,Software Engineer,Software Engineer B,,,"Oulu, OU, Finland",39000,39000,,0,2,0,automotive,Male,Masters,,,,,,,,,,
4-8-2020,Qualtrics,Software Engineer,L4,Software Engineer,30.19,"Seattle, WA",243000,152000,83000,8000,4,1,API Development (Back-End),Male,"Signing Bonus: 15,000",,,,,,,,,,
4-8-2020,Facebook,Designer,IC6,,,"San Francisco, CA",243000,190000,35000,19000,14,2,Design,Male,,,,,,,,,,,
4-8-2020,Wayfair,Software Engineer,L2,Software Engineer,29.02,"Boston, MA",161000,137000,11000,13000,3,1,ML / AI,Male,,,,,,,,,,,
4-8-2020,Microsoft,Product Designer,63,,,"Redmond, WA",185000,145000,17000,23000,12,4,ML / AI,Male,,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Palo Alto, CA",248000,148000,100000,0,7,4,Distributed Systems (Back-End),,,,,,,,,,,,
4-8-2020,Dropbox,Software Engineer,IC3,Senior Engineer,50.51,"San Francisco, CA",330000,185000,127000,18000,2,2,Desktop,Male,,,,,,,,,,,
4-8-2020,Apple,Software Engineer,ICT5,Staff Engineer,75,"Sunnyvale, CA",595000,250000,275000,70000,8,0,ML / AI,Male,Masters,,,,,,,,,,
4-8-2020,Facebook,Software Engineer,E5,Senior Engineer,50.51,"Menlo Park, CA",380000,200000,150000,30000,9,0,Distributed Systems (Back-End),,,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Austin, TX",184000,144000,40000,0,5,3,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Google,Hardware Engineer,L4,,,"Mountain View, CA",238000,142000,68000,28000,4,2,Hardware Design,,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",188000,138000,50000,0,6,4,Full Stack,Male,,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"San Francisco, CA",246000,166000,80000,0,6,3,API Development (Back-End),Male,,,,,,,,,,,
4-8-2020,Cisco,Software Engineer,Technical Leader 2,Staff Engineer,67.01,"San Jose, CA",366000,198000,100000,68000,25,14,Networking,,,,,,,,,,,,
4-8-2020,SDI,Data Scientist,Director,,,"Boston, MA",160000,145000,,15000,10,2,Analytics,,,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",143000,108000,20000,13000,1,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",254000,157000,96000,0,12,2.3,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",185000,145000,30000,10000,2,2,Full Stack,Male,,,,,,,,,,,
4-8-2020,Flatiron Health,Software Engineer,E4,,,"New York, NY",225000,160000,25000,40000,5,1,Full Stack,Male,,,,,,,,,,,
4-8-2020,Apple,Software Engineer,ICT2,Entry Level Engineer,6.25,"Cupertino, CA",143000,115000,13000,15000,0,0,Full Stack,Male,,,,,,,,,,,
4-8-2020,Mya Systems,Software Engineer,SWE II,,,"San Francisco, CA",136000,136000,2000,0,2,2,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-8-2020,Microsoft,Technical Program Manager,60,,,"Redmond, WA",154000,115000,16000,23000,2,0,Windows,Female,10000 SIGN ON,,,,,,,,,,
4-8-2020,Apple,Software Engineer,ICT3,Software Engineer,25,"Cupertino, CA",195000,141000,37000,20000,5,2,API Development (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Sunnyvale, CA",239000,162000,77000,0,3,3,API Development (Back-End),Female,Masters,,,,,,,,,,
4-8-2020,Square,Software Engineer,Level 5,Senior Engineer,51,"Toronto, ON, Canada",148000,105000,36000,7000,6,0,Android,Male,,,,,,,,,,,
4-8-2020,Bloomberg,Software Engineer,Senior Software Engineer,Staff Engineer,65.59,"New York, NY",202000,171000,,31000,4,1.5,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Appian,Software Engineer,SE 2,,,"Washington, DC",140000,125000,5000,10000,3,0,Full Stack,Male,,,,,,,,,,,
4-8-2020,Rappi,Software Engineer,Senior Software Engineer,,,"Bogota, DC, Colombia",21000,21000,,0,4,2,Web Development (Front-End),Male,,,,,,,,,,,
4-8-2020,Salesforce,Technical Program Manager,L8,,,"Bellevue, WA",257000,202000,25000,30000,15,1,Security,Male,,,,,,,,,,,
4-8-2020,Facebook,Software Engineer,E3,Entry Level Engineer,10.1,"Menlo Park, CA",137000,115000,17000,5000,0,0,Site Reliability (SRE),,Masters,,,,,,,,,,
4-8-2020,Synechron,Manager - Technology,Manager,,,"Chicago, IL",100000,100000,,0,12,9,Web Development (Front-End),Male,Masters,,,,,,,,,,
4-8-2020,Apple,Hardware Engineer,ICT3,,,"Cupertino, CA",190000,145000,40000,5000,2,2,Sensor,Male,PhD,,,,,,,,,,
4-8-2020,Axon,Product Design Manager,Senior,,,"Seattle, WA",205000,150000,40000,15000,20,0,Product Design,,,,,,,,,,,,
4-8-2020,Google,Software Engineering Manager,Manager,,3.05,"Mountain View, CA",282000,176000,80000,26000,20,1,Full Stack,Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",207000,147000,60000,0,10,2,API Development (Back-End),Male,Masters,,,,,,,,,,
4-8-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",198000,148000,50000,0,4,4,Full Stack,Male,,,,,,,,,,,
4-8-2020,Google,Fellow,L10,,,"Mountain View, CA",4000000,355000,2645,1000000,26,9,Networking,Female,PhD,,,,,,,,,,
4-9-2020,Tesla,Staff Production Planner,P4,,,"Fremont, CA",146000,110000,35000,0,5,2,Planning,Male,Masters,,,,,,,,,,
4-9-2020,Amazon,Product Manager,Principal Product Manager,,58.82,"Seattle, WA",225000,140000,80000,0,7,1,A,,PhD,,,,,,,,,,
4-9-2020,Indeed,Software Engineer,L2,Software Engineer,31.5,"Seattle, WA",267000,167000,75000,25000,4,4,Full Stack,Male,Masters,,,,,,,,,,
4-9-2020,Intel,Software Engineer,Grade 8,Senior Engineer,48.62,"Portland, OR",170000,136000,20000,15000,10,10,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-9-2020,Facebook,Software Engineer,E5,Senior Engineer,50.51,"Menlo Park, CA",315000,190000,100000,25000,7,4,Full Stack,,Masters,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",151000,116000,26000,9000,1,0.5,API Development (Back-End),Female,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,Principal SDE,Staff Engineer,75,"New York, NY",200000,120000,60000,20000,12,1,Android,Female,Masters,,,,,,,,,,
4-9-2020,Google,Software Engineer,L4,Software Engineer,30.61,"Mountain View, CA",230000,150000,50000,30000,3,3,ML / AI,Male,PhD,,,,,,,,,,
4-9-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Redmond, WA",145000,130000,10000,5000,7,2,Full Stack,Female,Masters,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Bellevue, WA",170000,125000,26000,19000,2,0,Distributed Systems (Back-End),Female,,,,,,,,,,,
4-9-2020,Sophos,Software Engineer,Engineer 1,,,"Washington, DC",84000,84000,,0,2,2,Web Development (Front-End),Female,person of color,,,,,,,,,,
4-9-2020,Oracle,Data Engineer,Principal MTS,,,"Broomfield, CO",175000,155000,2000,18000,8,1,"PYTHON, SQL",Male,Masters,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"New York, NY",320000,189000,131000,0,13,2,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Arlington, VA",250000,160000,16000,74000,3,0,Distributed Systems (Back-End),Male,PhD,,,,,,,,,,
4-9-2020,Facebook,Software Engineer,E6,Staff Engineer,68.18,"London, EN, United Kingdom",320000,160000,125000,35000,12,0.7,Android,Male,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",115000,106000,9000,0,1,1,Full Stack,Male,,,,,,,,,,,
4-9-2020,VMware,Software Engineer,P7,,,"London, EN, United Kingdom",330000,200000,80000,50000,30,14,Distributed Systems (Back-End),Male,PhD,,,,,,,,,,
4-9-2020,Intel,Product Manager,Grade 10,,,"Portland, OR",298000,176000,68000,54000,20,9,na,Male,Masters,,,,,,,,,,
4-9-2020,Microsoft,Product Manager,61,,7.58,"Redmond, WA",134000,117000,11000,6000,12,10,Store,Male,Latin,,,,,,,,,,
4-9-2020,Oracle,Software Engineer,IC-3,Software Engineer,30,"Seattle, WA",200000,150000,50000,0,7,1.5,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,Intern,,,"London, EN, United Kingdom",66000,66000,,0,2,0,API Development (Back-End),Male,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",323000,160000,163000,0,4,4,DevOps,Male,Masters,,,,,,,,,,
4-9-2020,Uber,Product Manager,L4,,,"Palo Alto, CA",280000,170000,75000,32000,6,1.2,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-9-2020,Ama,Software Engineer,L6,,,"Bengaluru, KA, India",160000,72000,88000,0,11,7,API Development (Back-End),Male,Masters,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Sunnyvale, CA",210000,150000,35000,27000,1,0,Distributed Systems (Back-End),,Masters,,,,,,,,,,
4-9-2020,Yandex,Software Engineer,G17,Senior Engineer,51.05,"Moscow, MC, Russia",57000,30000,20000,7000,10,2,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,Microsoft,Software Engineer,Senior SDE,Senior Engineer,40.91,"Seattle, WA",210000,155000,30000,25000,7,6,ML / AI,Male,Masters,,,,,,,,,,
4-9-2020,Omnyon,Software Engineer,SWE 3,,,"Annapolis Junction, MD",238000,233000,,5000,10,4,DevOps,Male,Masters,,,,,,,,,,
4-9-2020,Salesforce,Software Engineer,MTS,Software Engineer,26,"San Francisco, CA",207000,161000,22000,24000,2,2,Full Stack,Female,,,,,,,,,,,
4-9-2020,Disney,Software Engineering Manager,Senior Manager,,,"Los Angeles, CA",290000,170000,60000,60000,18,3,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,magic leap,Software Engineer,software engineer entry level,,,"Fort Lauderdale, FL",135000,120000,,15000,1,1,Full Stack,Other,,,,,,,,,,,
4-9-2020,Amazon,Data Scientist,L6,,,"Seattle, WA",320000,160000,160000,0,8,3,ML / AI,Male,PhD,,,,,,,,,,
4-9-2020,Unity Technologies,Software Engineer,L6,,,"Seattle, WA",164000,164000,,0,10,4,Platforms,Male,Masters,,,,,,,,,,
4-9-2020,Microsoft,Product Manager,62,,10.61,"Seattle, WA",189000,147000,16000,26000,5,5,Cloud,Male,,,,,,,,,,,
4-9-2020,Credit Suisse,Software Engineer,ENO,,,"Zurich, ZH, Switzerland",98000,98000,,3000,2,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,Amazon,Hardware Engineer,L6,,,"Seattle, WA",296000,160000,11000,125000,7,0,AWS,Male,PhD,,,,,,,,,,
4-9-2020,Facebook,Software Engineer,E4,Software Engineer,30.3,"Menlo Park, CA",258000,165000,60000,33000,1,1,Distributed Systems (Back-End),,,,,,,,,,,,
4-9-2020,VMware,Software Engineer,MTS 3,Software Engineer,22.73,"Palo Alto, CA",211000,166000,25000,20000,6,0,API Development (Back-End),Female,Masters,,,,,,,,,,
4-9-2020,Splunk,Software Engineer,Senior Software Engineer,Senior Engineer,46.27,"Vancouver, BC, Canada",341000,125000,62000,154000,10,0,API Development (Back-End),Male,,,,,,,,,,,
4-9-2020,Workday,Software Engineer,P2,Software Engineer,20.45,"Pleasanton, CA",170000,123000,46000,5000,3,3,API Development (Back-End),Male,,,,,,,,,,,
4-9-2020,Apple,Software Engineer,ICT3,Software Engineer,25,"Seattle, WA",210000,155000,50000,10000,3,0,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-9-2020,Course Hero,Software Engineer,2,,,"Redwood City, CA",174000,159000,,15000,2,2,Full Stack,,Masters,,,,,,,,,,
4-9-2020,neva,Software Engineer,engineer,,,"Bangalore, KA, India",2000000,1600,200000,200000,3,2,ML / AI,Male,Masters,,,,,,,,,,
4-9-2020,Amazon,Product Manager,Senior Product Manager,,35.29,"Seattle, WA",225000,152000,25000,48000,13,1,Full Stack,,Masters,,,,,,,,,,
4-9-2020,Snap,Technical Program Manager,L6,,,"Los Angeles, CA",750000,215000,535000,0,13,2,Security,Male,,,,,,,,,,,
4-9-2020,Cruise,Software Engineer,Senior,,,"San Francisco, CA",190000,145000,,43000,3,1,Site Reliability (SRE),Male,,,,,,,,,,,
4-9-2020,Kforce,Software Engineer,SE,,,"San Antonio, TX",120000,120000,,0,8,3,Web Development (Front-End),Male,Masters,,,,,,,,,,
4-9-2020,Olivia AI,Conversational Designer,L2,,,"Dallas, TX",70000,70000,,0,2,2,conversational design,Female,,,,,,,,,,,
4-9-2020,Wayfair,Data Scientist,L3,,,"Boston, MA",207000,145000,48000,14000,4,1,ML / AI,Male,Masters,,,,,,,,,,
4-9-2020,Google,Software Engineer,L4,Software Engineer,30.61,"Sunnyvale, CA",255000,150000,78000,27000,3,3,API Development (Back-End),Male,,,,,,,,,,,
4-9-2020,Bain,Management Consultant,Associate Consultant,,6.06,"San Francisco, CA",118000,80000,,38000,1,1,Multiple industries,Male,,,,,,,,,,,
4-9-2020,Facebook,Software Engineer,E5,Senior Engineer,50.51,"New York, NY",360000,205000,125000,30000,5,0,API Development (Back-End),Male,50k sign on,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",290000,160000,130000,0,7,7,API Development (Back-End),Male,,,,,,,,,,,
4-9-2020,Oracle,Software Engineer,IC-2,Entry Level Engineer,10,"Seattle, WA",195000,140000,35000,20000,1,0,Distributed Systems (Back-End),,,,,,,,,,,,
4-9-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",374000,158000,216000,0,8,6,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-9-2020,barracuda networks,Software Engineering Manager,software engineering manager,,,"Ann Arbor, MI",190000,130000,60000,0,12,11,Full Stack,Male,,,,,,,,,,,
4-9-2020,Cruise,Software Engineer,Senior Software Engineer,,,"San Francisco, CA",251000,172000,28000,51000,3,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-9-2020,Facebook,Software Engineer,E5,Senior Engineer,50.51,"Menlo Park, CA",375000,195000,150000,30000,6,0,Full Stack,Male,Masters,,,,,,,,,,
4-9-2020,Google,Software Engineer,L5,Senior Engineer,51.02,"San Francisco, CA",268000,170000,73000,25000,10,1,Testing (SDET),Female,,,,,,,,,,,
4-9-2020,Bank of America Merrill Lynch,Product Manager,SVP,,,"San Francisco, CA",310000,230000,20000,60000,15,3,"Digital Product, Payments",Male,,,,,,,,,,,
4-9-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Seattle, WA",259000,158000,101000,0,10,4,Full Stack,Male,,,,,,,,,,,
4-9-2020,Northrop Grumman,Software Engineer,2,,,"San Diego, CA",91000,91000,,0,2,2,Embedded,Male,,,,,,,,,,,
4-10-2020,Tableau Software,Software Engineer,Software Engineer (SWE),Entry Level Engineer,15.06,"Seattle, WA",168000,125000,31000,12000,0,0,Full Stack,,"$25,000 signing bonus",,,,,,,,,,
4-10-2020,Adobe,Software Engineer,senior computer scientist,,,"Noida, UP, India",200000,100000,90000,10000,16,10,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-10-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Dublin, DN, Ireland",101000,82000,12000,7000,3,0,Full Stack,Male,,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"San Francisco, CA",205000,150000,5000,50000,2,0,API Development (Back-End),Male,Masters,,,,,,,,,,
